Name,Total Time,Year,Date Added,Play Count,Skip Count,Artist,Genre,Cleaned up time,Relative Plays,Relative Skips
All Along the Watchtower,169368,1968,2017-01-13,185,8,Bob Dylan,Rock,2:49,0.9189389135489324,0.1830663615560641
Layla,286354,1992,2017-01-13,21,7,Eric Clapton,Rock,4:46,0.10431198478123017,0.16018306636155608
Purple Haze,185688,1967,2017-01-13,17,2,The Jimi Hendrix Experience,Rock,3:5,0.0844430352990911,0.045766590389016024
O Fortuna,321201,1937,2017-01-13,13,7,Carl Orff,Classical,5:21,0.06457408581695201,0.16018306636155608
Fortune Plango Vulnera,162429,1937,2017-01-13,14,9,Carl Orff,Classical,2:42,0.06954132318748679,0.20594965675057209
درويش,249077,1999,2017-01-14,9,7,اوهام,Rock,4:9,0.04473926239308378,0.1603053435114504
ساغي,280659,2005,2017-01-14,18,7,اوهام,Rock,4:40,0.08947852478616757,0.1603053435114504
I Will Survive,297430,1978,2017-01-14,20,9,Gloria Gaynor,Disco,4:57,0.09942058309574173,0.20610687022900764
Lola,242886,1970,2017-01-14,47,7,The Kinks,Rock,4:2,0.2336383702749931,0.1603053435114504
Born To Be Wild,210076,1968,2017-01-14,18,7,Steppenwolf,Rock,3:30,0.08947852478616757,0.1603053435114504
In Bloom,254693,1991,2017-01-14,23,10,Nirvana,Rock,4:14,0.114333670560103,0.22900763358778625
Ohio,181054,1970,2017-01-14,37,2,"Crosby, Stills, Nash and Young",Rock,3:1,0.18392807872712222,0.04580152671755725
Penny Lane,186853,1967,2017-01-15,19,6,The Beatles,Rock,3:6,0.0945217079164634,0.13750954927425518
Call Me,210520,1980,2017-01-15,17,4,Blondie,Rock,3:30,0.08457205445157252,0.09167303284950344
Ain't No Sunshine,132545,1970,2017-01-15,21,5,Bill Withers,Blues/R&B,2:12,0.1044713613813543,0.1145912910618793
Crossroads,256026,1969,2017-01-15,16,2,Cream,Rock,4:16,0.07959722771912707,0.04583651642475172
Sunshine Of Your Love,245916,1967,2017-01-15,31,8,Cream,Rock,4:5,0.1542196287058087,0.18334606569900688
White Room,297377,1969,2017-01-15,24,4,Cream,Rock,4:57,0.11939584157869063,0.09167303284950344
I Can't Explain,125701,1965,2017-01-15,26,8,The Who,Rock,2:5,0.1293454950435815,0.18334606569900688
I Can't Explain,202788,1989,2017-01-15,18,6,Scorpions,Rock,3:22,0.08954688118401796,0.13750954927425518
O-o-h Child,194403,1970,2017-01-15,24,2,Five Stairsteps,Blues/R&B,3:14,0.11939584157869063,0.04583651642475172
I Can See For Miles,249626,1967,2017-01-15,22,6,The Who,Rock,4:9,0.10944618811379972,0.13750954927425518
Won't Get Fooled Again,513567,1971,2017-01-15,23,6,The Who,Rock,8:33,0.11442101484624517,0.13750954927425518
A Hard Day's NIght,143986,1964,2017-01-15,21,5,The Beatles,Rock,2:23,0.1044713613813543,0.1145912910618793
I Heard It Through the Grapevine,199288,1968,2017-01-15,26,8,Marvin Gaye,Blues/R&B,3:19,0.1293454950435815,0.18334606569900688
You Really Got Me,134791,1964,2017-01-15,22,14,The Kinks,Rock,2:14,0.10944618811379972,0.32085561497326204
Losing My Religion,285387,1991,2017-01-16,28,6,R.E.M.,Rock,4:45,0.139401643270329,0.13761467889908258
Your Song,237374,1970,2017-01-17,20,8,Elton John,Pop,3:57,0.09964878642342898,0.1836266258607498
Love and Happiness,308166,1973,2017-01-17,33,12,Al Green,Blues/R&B,5:8,0.16442049759865782,0.2754399387911247
Sweet Emotion,271542,1975,2017-01-17,25,4,Aerosmith,Rock,4:31,0.12456098302928621,0.0918133129303749
Spider-Man,60917,1994,2017-01-17,25,6,Aerosmith,Soundtrack,1:0,0.12456098302928621,0.13771996939556236
Sweet Dreams (Are Made of This),211931,1983,2017-01-17,17,6,Eurythmics,Pop,3:31,0.08470146845991464,0.13771996939556236
Sheena Is a Punk Rocker,172120,1977,2017-01-17,30,8,Ramones,Rock,2:52,0.14947317963514348,0.1836266258607498
Have You Ever Seen the Rain?,161306,1971,2017-01-17,36,5,Creedence Clearwater Revival,Rock,2:41,0.17936781556217216,0.11476664116296864
"Oh, Pretty Woman",183902,1964,2017-01-18,18,9,Roy Orbison,Rock,3:3,0.0897525784608572,0.20673813169984687
California Dreamin',164649,1965,2017-01-18,26,5,The Mamas & the Papas,Pop,2:44,0.12964261333234928,0.11485451761102604
California Dreamin',167601,1979,2017-01-18,22,2,America,Rock,2:47,0.10969759589660326,0.045941807044410414
California Dreamin',194795,1986,2017-01-18,31,3,The Beach Boys,Rock,3:14,0.15457388512703185,0.06891271056661563
Hot Stuff,228519,1979,2017-01-18,14,3,Donna Summer,Disco,3:48,0.06980756102511115,0.06891271056661563
Living for the City,442775,1973,2017-01-18,16,9,Stevie Wonder,Blues/R&B,7:22,0.07978006974298418,0.20673813169984687
Living for the City,349544,2002,2017-01-18,18,9,Toto,Rock,5:49,0.0897525784608572,0.20673813169984687
Up on the Roof,155977,1962,2017-01-18,27,5,The Drifters,Blues/R&B,2:35,0.1346288676912858,0.11485451761102604
Wish You Were Here,292937,1975,2017-01-18,58,7,Pink Floyd,Rock,4:52,0.28920275281831764,0.16079632465543645
(Don't Fear) The Reaper,308976,1976,2017-01-18,27,3,Blue Öyster Cult,Rock,5:8,0.1346288676912858,0.06891271056661563
Goodbye Yellow Brick Road,194377,1973,2017-01-18,26,9,Elton John,Pop,3:14,0.12964261333234928,0.20673813169984687
Fastlane,189048,2003,2017-01-18,19,5,King Geedorah,Hip Hop/Rap,3:9,0.09473883281979371,0.11485451761102604
Anti-Matter,207203,2003,2017-01-18,14,5,King Geedorah,Hip Hop/Rap,3:27,0.06980756102511115,0.11485451761102604
Somebody to Love,187533,1967,2017-01-18,26,9,Jefferson Airplane,Rock,3:7,0.12964261333234928,0.20673813169984687
Green Onions,177162,1962,2017-01-18,21,12,Booker T. & the M.G.'s,Rock,2:57,0.10471134153766674,0.2756508422664625
Sultans Of Swing,347115,1978,2017-01-23,95,7,Dire Straits,Rock,5:47,0.47551466434531353,0.16141429669485013
Just Like Me,170135,1965,2017-01-29,38,7,Paul Revere & The Raiders,Rock,2:50,0.191087128436526,0.16216216216216217
Kicks,148271,1966,2017-01-29,36,6,Paul Revere & The Raiders,Rock,2:28,0.18102991115039305,0.138996138996139
All the Young Dudes,211539,1972,2017-01-29,19,10,Mott the Hoople,Rock,3:31,0.095543564218263,0.23166023166023167
Beat It,259369,1982,2017-01-29,34,11,Michael Jackson,Pop,4:19,0.17097269386426012,0.25482625482625487
Deep Fried Frenz,300068,2004,2017-01-29,16,7,MF DOOM,Hip Hop/Rap,5:0,0.08045773828906358,0.16216216216216217
Next Levels,229564,2003,2017-01-29,13,5,King Geedorah,Hip Hop/Rap,3:49,0.06537191235986416,0.11583011583011583
Accordion,119248,2004,2017-01-29,28,8,Madvillain,Hip Hop/Rap,1:59,0.14080104200586127,0.18532818532818532
Mr. Tambourine Man,329400,1965,2017-01-31,49,13,Bob Dylan,Rock,5:29,0.24678295548784465,0.30162412993039445
Don't Be Cruel,136646,1956,2017-01-31,19,10,Elvis Presley,Rock,2:16,0.09569135008712343,0.23201856148491878
I Shot The Sheriff,267781,1974,2017-01-31,20,5,Eric Clapton,Reggae,4:27,0.10072773693381414,0.11600928074245939
Like a Prayer,341916,1989,2017-01-31,26,5,Madonna,Pop,5:41,0.1309460580139584,0.11600928074245939
Be-Bop-A-Lula,160313,1956,2017-01-31,19,6,Gene Vincent and His Blue Caps,Rock,2:40,0.09569135008712343,0.13921113689095127
Rapp Snitch Knishes,184659,2004,2017-01-31,20,9,MF DOOM,Hip Hop/Rap,3:4,0.10072773693381414,0.2088167053364269
The House of the Rising Sun,322142,2011,2017-01-31,37,12,The White Buffalo,Rock,5:22,0.18634631332755616,0.27842227378190254
Oh Darlin' What Have I Done,242076,2010,2017-01-31,42,3,The White Buffalo,Rock,4:2,0.21152824756100969,0.06960556844547564
Parisienne Walkways (Live),406256,1994,2017-01-31,13,8,Gary Moore,Rock,6:46,0.0654730290069792,0.18561484918793505
Still Got the Blues (For You),252995,1994,2017-01-31,18,13,Gary Moore,Rock,4:12,0.09065496324043272,0.30162412993039445
Knockin' On Heaven's Door,341603,1990,2017-02-04,23,6,Guns N' Roses,Rock,5:41,0.11619636030545767,0.13964313421256788
Eight Miles High,214282,1966,2017-02-05,25,9,The Byrds,Rock,3:34,0.1263984509466437,0.2096273291925466
Tutti Frutti,141191,1955,2017-02-05,26,7,Little Richard,Rock,2:21,0.13145438898450945,0.16304347826086957
Long Tall Sally,125936,1955,2017-02-05,22,8,Little Richard,Rock,2:5,0.11123063683304647,0.18633540372670807
"Good Golly, Miss Molly",130194,1958,2017-02-05,22,4,Little Richard,Rock,2:10,0.11123063683304647,0.09316770186335403
Keep A-Knockin' (but You Can't Come In),130821,1957,2017-02-05,20,2,Little Richard,Rock,2:10,0.10111876075731496,0.046583850931677016
The Girl Can't Help It,139964,1956,2017-02-05,22,6,Little Richard,Rock,2:19,0.11123063683304647,0.13975155279503107
The Girl Can't Help It,139284,1964,2017-02-05,21,4,The Animals,Rock,2:19,0.10617469879518071,0.09316770186335403
The Whistler,197093,2013,2017-02-05,26,6,The White Buffalo,Rock,3:17,0.13145438898450945,0.13975155279503107
Evil Woman,257227,1975,2017-02-05,22,5,Electric Light Orchestra,Rock,4:17,0.11123063683304647,0.11645962732919254
Return of the G',289280,1998,2017-02-05,18,8,OutKast,Hip Hop/Rap,4:49,0.09100688468158347,0.18633540372670807
The Twist,155088,1960,2017-02-06,18,2,Chubby Checker,Rock,2:35,0.09107759710169348,0.046620046620046623
Jolene,161436,1973,2017-02-06,30,5,Dolly Parton,Pop,2:41,0.15179599516948913,0.11655011655011654
Tangled Up in Blue,343344,1975,2017-02-06,58,11,Bob Dylan,Rock,5:43,0.29347225732767895,0.25641025641025644
Every Breath You Take,253492,1983,2017-02-06,26,6,The Police,Rock,4:13,0.1315565291468906,0.13986013986013987
Take Me to the River,227291,1974,2017-02-06,32,11,Al Green,Blues/R&B,3:47,0.16191572818078842,0.25641025641025644
Summer in the City,163918,1966,2017-02-07,21,7,The Lovin' Spoonful,Rock,2:43,0.10633982274354026,0.16329704510108867
Magic Carpet Ride,260310,1968,2017-02-07,29,9,Steppenwolf,Rock,4:20,0.14685023140774606,0.20995334370139968
Roxanne,193828,1978,2017-02-07,17,5,The Police,Rock,3:13,0.08608461841143734,0.11664074650077762
How Deep Is Your Love,245368,1977,2017-02-07,20,9,Bee Gees,Pop,4:5,0.10127602166051453,0.20995334370139968
No Quarter,420754,1973,2017-02-09,28,10,Led Zeppelin,Rock,7:0,0.14200728146229777,0.2336448598130841
Darlene,307278,1982,2017-02-09,22,9,Led Zeppelin,Rock,5:7,0.11157714972037681,0.2102803738317757
Fool in the Rain,374517,1979,2017-02-09,24,7,Led Zeppelin,Rock,6:14,0.1217205269676838,0.16355140186915887
The Song Remains the Same,338808,1973,2017-02-09,28,7,Led Zeppelin,Rock,5:38,0.14200728146229777,0.16355140186915887
Houses of the Holy,248084,1975,2017-02-09,23,4,Led Zeppelin,Rock,4:8,0.11664883834403031,0.09345794392523364
Nobody's Fault but Mine,381022,1976,2017-02-09,20,2,Led Zeppelin,Rock,6:21,0.10143377247306984,0.04672897196261682
Another Day of Sun,228440,2016,2017-02-09,17,5,La La Land Cast,Pop,3:48,0.08621870660210937,0.11682242990654206
1987,360542,2013,2017-02-09,20,10,Naser Mestarihi,Rock,6:0,0.10143377247306984,0.2336448598130841
Prevail,403905,2016,2017-02-09,10,8,Naser Mestarihi & Cobus Potgieter ,Rock,6:43,0.05071688623653492,0.18691588785046728
Trampled Under Foot,336744,1975,2017-02-09,31,11,Led Zeppelin,Rock,5:36,0.15722234733325824,0.2570093457943925
Ten Years Gone,388205,1975,2017-02-09,24,6,Led Zeppelin,Rock,6:28,0.1217205269676838,0.14018691588785046
Lazarus,393404,2016,2017-02-09,27,9,David Bowie,Rock,6:33,0.1369355928386443,0.2102803738317757
Blackstar,599976,2016,2017-02-09,14,8,David Bowie,Rock,9:59,0.07100364073114888,0.18691588785046728
City of Stars,145272,2016,2017-02-10,31,11,Ryan Gosling and Emma Stone,Pop,2:25,0.1573448900825437,0.2572096648480125
Winterburn,411096,2016,2017-02-12,24,5,Naser Mestarihi & Cobus Potgieter ,Rock,6:51,0.12200558674980953,0.117096018735363
Knockin' on Heaven's Door,150569,1973,2017-02-12,43,10,Bob Dylan,Rock,2:30,0.2185933429267421,0.234192037470726
Chain of Fools,167523,1968,2017-02-13,21,8,Aretha Franklin,Blues/R&B,2:47,0.1068382906626506,0.1875
Babe I'm Gonna Leave You,405995,1969,2017-02-13,71,6,Led Zeppelin,Rock,6:45,0.361215173192771,0.140625
Rock Lobster,411454,1978,2017-02-13,13,10,The B-52's,Rock,6:51,0.06613798945783132,0.234375
Tired of Being Alone,172956,1971,2017-02-13,19,8,Al Green,Blues/R&B,2:52,0.09666321536144577,0.1875
Pictures of You,503980,1989,2017-02-13,21,9,The Cure,Rock,8:23,0.1068382906626506,0.2109375
Just Like Heaven,206759,1987,2017-02-13,17,5,The Cure,Rock,3:26,0.08648814006024096,0.1171875
Subterranean Homesick Blues,138048,1965,2017-02-13,32,6,Bob Dylan,Rock,2:18,0.1628012048192771,0.140625
Higher Ground,223104,1973,2017-02-13,27,5,Stevie Wonder,Blues/R&B,3:43,0.13736351656626505,0.1171875
Higher Ground,204120,1989,2017-02-13,19,6,Red Hot Chili Peppers,Rock,3:24,0.09666321536144577,0.140625
Soul Man,162612,1967,2017-02-14,24,3,Sam & Dave,Blues/R&B,2:42,0.1221963695281517,0.07036747458952307
Rock The Casbah,228963,1982,2017-02-19,73,5,The Clash,Rock,3:48,0.3731393391462238,0.11773940345368916
Ramblin' Man,289410,1973,2017-02-25,24,9,The Allman Brothers Band,Rock,4:49,0.12325643267074607,0.21293375394321767
Jolene,180062,2012,2017-02-26,27,7,Miley Cyrus,Pop,3:0,0.13877292912771844,0.16574585635359115
The Loner,354142,1987,2017-02-28,18,6,Gary Moore,Rock,5:54,0.09266155531215771,0.1422924901185771
U Can't Touch This,277289,1990,2017-02-28,22,11,MC Hammer,Hip Hop/Rap,4:37,0.11325301204819277,0.2608695652173913
Be The Rain,553874,1969,2017-02-28,15,4,Neil Young and Crazy Horse,Rock,9:13,0.07721796276013142,0.09486166007905138
Like A Hurricane,499513,1977,2017-02-28,20,8,Neil Young and Crazy Horse,Rock,8:19,0.10295728368017523,0.18972332015810275
It's So Easy,203049,1987,2017-03-01,32,6,Guns N' Roses,Rock,3:23,0.1648619795638249,0.14240506329113925
Mr. Brownstone,224992,1987,2017-03-01,19,8,Guns N' Roses,Rock,3:44,0.09788680036602104,0.189873417721519
Rocket Queen,373263,1987,2017-03-01,16,8,Guns N' Roses,Rock,6:13,0.08243098978191245,0.189873417721519
Nightrain,265586,1987,2017-03-01,20,7,Guns N' Roses,Rock,4:25,0.10303873722739057,0.1661392405063291
It's Your Thing,169195,1969,2017-03-02,19,3,The Isley Brothers,Funk,2:49,0.09796430377090308,0.07125890736342043
The Unforgiven II,396146,1997,2017-03-03,38,3,Metallica,Metal,6:36,0.19608386000420064,0.07131537242472266
The Seeker,210050,1970,2017-03-05,26,13,The Who,Rock,3:30,0.13437559762860965,0.30952380952380953
Flying Mictrotonal Banana,154305,2017,2017-03-05,21,8,King Gizzard & the Lizard Wizard,Rock,2:34,0.10853413654618473,0.19047619047619047
People-Vultures,300486,2016,2017-03-05,18,6,King Gizzard & the Lizard Wizard,Rock,5:0,0.09302925989672976,0.14285714285714288
All Day and All of the Night,139441,1964,2017-03-05,30,2,The Kinks,Rock,2:19,0.1550487664945496,0.047619047619047616
The Unforgiven III,470543,2008,2017-03-05,13,8,Metallica,Metal,7:50,0.06718779881430482,0.19047619047619047
Complete Control,195631,1979,2017-03-06,14,11,The Clash,Rock,3:15,0.07241356211183096,0.26211278792692616
Jolene,230164,2004,2017-03-08,38,7,The White Stripes,Rock,3:50,0.19686382762553795,0.16706443914081145
You Don't Know What Love Is (You Just Do as You're Told),233038,2007,2017-03-08,30,8,The White Stripes,Rock,3:53,0.1554188112833194,0.19093078758949883
Dead Leaves and the Dirty Ground,184868,2002,2017-03-08,31,8,The White Stripes,Rock,3:4,0.16059943832609672,0.19093078758949883
Ball and Biscuit,439457,2003,2017-03-08,17,6,The White Stripes,Rock,7:19,0.08807065972721434,0.1431980906921241
The Man Comes Around,266893,2002,2017-03-13,50,7,Johnny Cash,Country,4:26,0.2600658223950113,0.16773162939297123
Burned,135706,1977,2017-03-13,22,9,Neil Young,Rock,2:15,0.11442896185380498,0.21565495207667731
Wearing and Tearing,331363,1982,2017-03-13,28,10,Led Zeppelin,Rock,5:31,0.14563686054120634,0.23961661341853036
Celebration Day,207516,1970,2017-03-13,20,6,Led Zeppelin,Rock,3:27,0.10402632895800452,0.14376996805111822
I Cant Give Everything Away,349805,2016,2017-03-14,13,5,David Bowie,Rock,5:49,0.06767116427340056,0.11990407673860912
'Tis a Pity She Was a Whore,295053,2016,2017-03-14,16,6,David Bowie,Rock,4:55,0.08328758679803144,0.14388489208633093
Loyal to No One,146546,2007,2017-03-14,32,8,Dropkick Murphys,Rock,2:26,0.1665751735960629,0.19184652278177458
So Far Away,312215,1985,2017-03-14,28,10,Dire Straits,Rock,5:12,0.14575327689655504,0.23980815347721823
The Man's Too Strong,280450,1985,2017-03-14,19,7,Dire Straits,Rock,4:40,0.09890400932266234,0.16786570743405277
Your Latest Trick,394135,1985,2017-03-14,26,6,Dire Straits,Rock,6:34,0.13534232854680112,0.14388489208633093
Walk of Life,252630,1985,2017-03-15,23,8,Dire Straits,Rock,4:12,0.11982168674698794,0.192
One World,220943,1985,2017-03-15,19,3,Dire Straits,Rock,3:40,0.09898313253012048,0.072
Why Worry,511425,1985,2017-03-15,13,11,Dire Straits,Rock,8:31,0.06772530120481927,0.264
Ride Across the River,418351,1985,2017-03-15,19,6,Dire Straits,Rock,6:58,0.09898313253012048,0.144
Brothers in Arms,420545,1985,2017-03-15,20,9,Dire Straits,Rock,7:0,0.10419277108433735,0.216
Highwayman,220995,2013,2017-03-15,34,5,The White Buffalo,Country,3:40,0.17712771084337348,0.12000000000000001
Highwayman,184058,1985,2017-03-15,54,10,The Highwaymen,Country,3:4,0.2813204819277108,0.24000000000000002
The Pilot,225488,2011,2017-03-15,31,9,The White Buffalo,Rock,3:45,0.16149879518072288,0.216
Down to the Waterline,242651,1978,2017-03-15,22,8,Dire Straits,Rock,4:2,0.11461204819277108,0.192
I Ain't no Nice Guy,255555,1992,2017-03-19,24,5,Motörhead,Metal,4:15,0.12543270997311878,0.1203852327447833
I Ain't no Nice Guy (Unplugged),274311,2001,2017-03-19,27,6,Motörhead,Rock,4:34,0.14111179871975862,0.14446227929373998
Lady Writer,229276,1979,2017-03-19,25,1,Dire Straits,Rock,3:49,0.1306590728886654,0.024077046548956663
Setting Me Up,200045,1978,2017-03-19,18,8,Dire Straits,Rock,3:20,0.09407453247983909,0.1926163723916533
Southbound Again,179722,1978,2017-03-19,21,5,Dire Straits,Rock,2:59,0.10975362122647894,0.1203852327447833
In The Gallery,376842,1978,2017-03-19,19,5,Dire Straits,Rock,6:16,0.09930089539538571,0.1203852327447833
Shut Up,193123,2017,2017-03-19,22,5,Stormzy,Hip Hop/Rap,3:13,0.11497998414202557,0.1203852327447833
Romeo and Juliet,362135,1980,2017-03-19,26,8,Dire Straits,Rock,6:2,0.13588543580421203,0.1926163723916533
Stand By Me,188734,1991,2017-03-19,21,5,Lemmy Kilmister,Rock,3:8,0.10975362122647894,0.1203852327447833
Stand By Me,177658,1960,2017-03-19,18,5,Ben E. King,Blues/R&B,2:57,0.09407453247983909,0.1203852327447833
Hellraiser,277263,1992,2017-03-19,22,6,Motörhead,Metal,4:37,0.11497998414202557,0.14446227929373998
Hellraiser,292388,1991,2017-03-19,25,9,Ozzy Osbourne,Metal,4:52,0.1306590728886654,0.21669341894060995
Calling Elvis,386586,1991,2017-03-19,21,12,Dire Straits,Rock,6:26,0.10975362122647894,0.28892455858747995
Twisted Nerve,83983,2003,2017-03-20,24,5,Bernard Herrmann,Soundtrack,1:23,0.12553345913775585,0.12048192771084336
While My Guitar Gently Weeps,362083,2010,2017-03-20,24,5,Santana,Rock,6:2,0.12553345913775585,0.12048192771084336
No One Like You,238184,1982,2017-03-20,17,7,Scorpions,Rock,3:58,0.08891953355591038,0.16867469879518074
I'm The Ocean,426109,1995,2017-03-21,25,5,Neil Young,Rock,7:6,0.13086913570681438,0.12057877813504822
Bridge Over Troubled Water,236930,2002,2017-03-21,29,11,Johnny Cash,Country,3:56,0.15180819741990467,0.2652733118971061
Heart of Gold,181916,2003,2017-03-21,34,10,Johnny Cash,Country,3:1,0.17798202456126758,0.24115755627009644
In My Life,178207,2002,2017-03-21,28,7,Johnny Cash,Country,2:58,0.1465734319916321,0.16881028938906753
Nothing Else Matters,390034,1991,2017-03-22,42,9,Metallica,Metal,6:30,0.2200370266262152,0.2172164119066774
I Can't Quit You Baby,284186,1969,2017-03-22,24,12,Led Zeppelin,Rock,4:44,0.1257354437864087,0.28962188254223653
A Million Miles Away,420127,1973,2017-03-22,38,7,Rory Gallagher,Rock,7:0,0.19908111932848044,0.16894609814963799
"Easy Come, Easy Go",307278,1982,2017-03-22,34,2,Rory Gallagher,Rock,5:7,0.17812521203074566,0.04827031375703942
For The Last Time,394083,1971,2017-03-22,19,5,Rory Gallagher,Rock,6:34,0.09954055966424022,0.12067578439259856
I'm Not Awake Yet,324675,1971,2017-03-22,52,3,Rory Gallagher,Rock,5:24,0.2724267948705522,0.07240547063555913
Bad Penny,238785,1979,2017-03-22,59,7,Rory Gallagher,Rock,3:58,0.309099632641588,0.16894609814963799
Moonchild,286014,1976,2017-03-24,29,5,Rory Gallagher,Rock,4:46,0.15217517936370784,0.120870265914585
I Fall Apart,311196,1971,2017-03-24,27,1,Rory Gallagher,Rock,5:11,0.14168033940759006,0.024174053182917002
Laundromat,279013,1971,2017-03-24,25,7,Rory Gallagher,Rock,4:39,0.1311854994514723,0.16921837228041903
Dazed and Confused,229982,1967,2017-03-27,28,4,Jake Holmes,Rock,3:49,0.1472838040368258,0.09693053311793215
Never Gonna Give You Up,213080,1987,2017-03-27,25,7,Rick Astley,Pop,3:33,0.13150339646145162,0.16962843295638125
The Wanton Song,250044,1975,2017-03-27,30,7,Led Zeppelin,Rock,4:10,0.15780407575374195,0.16962843295638125
Philby,236408,1979,2017-03-27,23,6,Rory Gallagher,Rock,3:56,0.12098312474453547,0.14539579967689822
Riding with the King,263653,2000,2017-03-27,19,9,B.B. King and Eric Clapton,Rock,4:23,0.09994258131070322,0.21809369951534735
You Really Got Me,158641,1978,2017-03-27,12,5,Van Halen,Rock,2:38,0.06312163030149677,0.12116316639741519
Big for Your Boots,238550,2017,2017-03-27,21,7,Stormzy,Hip Hop/Rap,3:58,0.11046285302761936,0.16962843295638125
Hardest Button To Button,215144,2003,2017-03-27,21,4,The White Stripes,Rock,3:35,0.11046285302761936,0.09693053311793215
Hot for Teacher,283297,1984,2017-03-27,32,4,Van Halen,Rock,4:43,0.16832434747065808,0.09693053311793215
The Court of the Crimson King,565488,1969,2017-03-28,26,9,King Crimson,Rock,9:25,0.13687409297659514,0.21827000808407437
Epitaph,529214,1969,2017-03-28,12,5,King Crimson,Rock,8:49,0.06317265829689006,0.12126111560226355
Roundabout,516284,1971,2017-03-28,22,9,Yes,Rock,8:36,0.11581654021096512,0.21827000808407437
Owner of a Lonely Heart,270915,1983,2017-03-28,15,5,Yes,Rock,4:30,0.07896582287111258,0.12126111560226355
Down Under,221675,1981,2017-03-28,54,6,Men At Work,Pop,3:41,0.2842769623360053,0.14551333872271627
For The Love Of God (Live 2005),578690,2005,2017-03-28,13,12,Steve Vai,Rock,9:38,0.06843704648829757,0.29102667744543254
Too Far Gone,240222,2014,2017-03-28,16,11,Slash,Rock,4:0,0.08423021106252007,0.2667744543249798
My Valentine,193123,2012,2017-03-28,17,7,Paul McCartney,Pop,3:13,0.08949459925392758,0.16976556184316896
One,447346,1989,2017-03-28,15,7,Metallica,Metal,7:27,0.07896582287111258,0.16976556184316896
Fade to Black,420545,1984,2017-03-28,56,7,Metallica,Metal,7:0,0.29480573871882026,0.16976556184316896
Close Your Eyes (And Count to Fuck),234396,2014,2017-03-28,23,7,Run The Jewels,Hip Hop/Rap,3:54,0.12108092840237261,0.16976556184316896
Nobody Speak,195317,2016,2017-03-28,14,12,DJ Shadow,Hip Hop/Rap,3:15,0.07370143467970507,0.29102667744543254
Should've Learnt My Lesson,217495,1971,2017-04-05,24,8,Rory Gallagher,Rock,3:37,0.1271677433901595,0.19528071602929212
Who's That Coming,431568,1973,2017-04-05,25,6,Rory Gallagher,Rock,7:11,0.13246639936474947,0.1464605370219691
Overnight Bag,292179,1978,2017-04-05,15,7,Rory Gallagher,Rock,4:52,0.07947983961884969,0.1708706265256306
Loose Talk,248528,1982,2017-04-05,25,2,Rory Gallagher,Rock,4:8,0.13246639936474947,0.04882017900732303
"Ride On Red, Ride On",276140,1982,2017-04-05,27,6,Rory Gallagher,Rock,4:36,0.14306371131392942,0.1464605370219691
Public Enemy No. 1,226586,1979,2017-04-05,28,4,Rory Gallagher,Rock,3:46,0.1483623672885194,0.09764035801464606
Persuasion,285727,1971,2017-04-05,15,10,Rory Gallagher,Rock,4:45,0.07947983961884969,0.24410089503661514
Maybe I Will,253570,1971,2017-04-05,26,5,Rory Gallagher,Rock,4:13,0.13776505533933944,0.12205044751830757
It's Too Late,239072,1971,2017-04-10,24,8,Carole King,Pop,3:59,0.12768721946609968,0.19607843137254902
Stop!,408502,2009,2017-04-10,28,5,Joe Bonamassa,Rock,6:48,0.14896842271044963,0.12254901960784315
Different Shades of Blue,290220,2014,2017-04-10,18,6,Joe Bonamassa,Rock,4:50,0.09576541459957476,0.14705882352941177
Good Lovin',161985,1966,2017-04-10,16,6,The Young Rascals,Rock,2:41,0.0851248129773998,0.14705882352941177
Sharp Dressed Man,253074,1983,2017-04-10,24,13,ZZ Top,Rock,4:13,0.12768721946609968,0.3186274509803922
La Grange,228440,1973,2017-04-10,19,4,ZZ Top,Rock,3:48,0.10108571541066225,0.09803921568627451
The Nigga Ya Love to Hate,196075,1990,2017-04-10,17,8,Ice Cube,Hip Hop/Rap,3:16,0.09044511378848727,0.19607843137254902
Cliffs of Dover,251977,1990,2017-04-10,22,6,Eric Johnson,Rock,4:11,0.1170466178439247,0.14705882352941177
Feel Good Inc.,221257,2005,2017-04-11,21,7,Gorillaz,Hip Hop/Rap,3:41,0.11181767133948713,0.17170891251022077
Wind of Change,313364,1991,2017-04-11,18,12,Scorpions,Rock,5:13,0.09584371829098896,0.294358135731807
Dry County,592065,1992,2017-04-11,13,6,Bon Jovi,Rock,9:52,0.06922046321015869,0.1471790678659035
I Can't Quit You Baby,313051,2016,2017-04-12,25,9,The Rolling Stones,Rock,5:13,0.13322520852641334,0.220949263502455
Evil Woman,205113,1970,2017-04-12,27,2,Black Sabbath,Metal,3:25,0.1438832252085264,0.04909983633387889
Slumming Angel,220368,1990,2017-04-12,25,8,Rory Gallagher,Rock,3:40,0.13322520852641334,0.19639934533551556
Man on the Silver Mountain,281521,1975,2017-04-12,16,11,Rainbow,Metal,4:41,0.08526413345690453,0.2700490998363339
Temple of the King,292388,1975,2017-04-12,18,13,Rainbow,Metal,4:52,0.0959221501390176,0.3191489361702128
Civil War,462654,1991,2017-04-12,17,9,Guns N' Roses,Rock,7:42,0.09059314179796107,0.220949263502455
Dude (Looks Like a Lady),262817,1987,2017-04-13,25,5,Aerosmith,Rock,4:22,0.13333432008130802,0.12285012285012285
Crazy,316368,1993,2017-04-13,17,6,Aerosmith,Rock,5:16,0.09066733765528946,0.14742014742014742
